,date,actual_mean_temp,average_precipitation,location
103,2014-10-12,74,0.15,JAX
104,2014-10-13,76,0.14,JAX
105,2014-10-14,79,0.12,JAX
106,2014-10-15,69,0.13,JAX
107,2014-10-16,66,0.12,JAX
108,2014-10-17,66,0.11,JAX
109,2014-10-18,69,0.11,JAX
110,2014-10-19,67,0.1,JAX
111,2014-10-20,69,0.09,JAX
112,2014-10-21,71,0.09,JAX
113,2014-10-22,63,0.09,JAX
114,2014-10-23,61,0.08,JAX
115,2014-10-24,61,0.09,JAX
116,2014-10-25,62,0.08,JAX
117,2014-10-26,65,0.07,JAX
118,2014-10-27,71,0.07,JAX
119,2014-10-28,70,0.08,JAX
120,2014-10-29,72,0.07,JAX
121,2014-10-30,70,0.08,JAX
122,2014-10-31,63,0.07,JAX
123,2014-11-1,50,0.07,JAX
124,2014-11-2,50,0.08,JAX
125,2014-11-3,52,0.07,JAX
126,2014-11-4,61,0.08,JAX
127,2014-11-5,67,0.07,JAX
128,2014-11-6,69,0.08,JAX
129,2014-11-7,55,0.07,JAX
130,2014-11-8,56,0.08,JAX
131,2014-11-9,62,0.08,JAX
132,2014-11-10,59,0.07,JAX
133,2014-11-11,66,0.07,JAX
134,2014-11-12,61,0.07,JAX
135,2014-11-13,64,0.07,JAX
136,2014-11-14,53,0.07,JAX
137,2014-11-15,50,0.07,JAX
138,2014-11-16,62,0.07,JAX
139,2014-11-17,67,0.06,JAX
140,2014-11-18,43,0.07,JAX
141,2014-11-19,40,0.07,JAX
142,2014-11-20,45,0.06,JAX
143,2014-11-21,51,0.06,JAX
144,2014-11-22,62,0.06,JAX
145,2014-11-23,73,0.06,JAX
146,2014-11-24,78,0.06,JAX
147,2014-11-25,66,0.07,JAX
148,2014-11-26,52,0.06,JAX
149,2014-11-27,51,0.07,JAX
150,2014-11-28,44,0.08,JAX
151,2014-11-29,51,0.08,JAX
152,2014-11-30,58,0.08,JAX
153,2014-12-1,63,0.08,JAX
154,2014-12-2,66,0.09,JAX
155,2014-12-3,66,0.09,JAX
156,2014-12-4,65,0.09,JAX
157,2014-12-5,63,0.09,JAX
158,2014-12-6,70,0.09,JAX
159,2014-12-7,59,0.09,JAX
160,2014-12-8,53,0.08,JAX
161,2014-12-9,50,0.09,JAX
162,2014-12-10,48,0.08,JAX
163,2014-12-11,47,0.09,JAX
164,2014-12-12,50,0.09,JAX
165,2014-12-13,50,0.09,JAX
166,2014-12-14,51,0.08,JAX
167,2014-12-15,52,0.09,JAX
168,2014-12-16,55,0.09,JAX
169,2014-12-17,53,0.09,JAX
170,2014-12-18,52,0.1,JAX
171,2014-12-19,56,0.1,JAX
172,2014-12-20,60,0.1,JAX
173,2014-12-21,57,0.1,JAX
174,2014-12-22,63,0.1,JAX
175,2014-12-23,68,0.09,JAX
176,2014-12-24,72,0.1,JAX
177,2014-12-25,53,0.09,JAX
178,2014-12-26,53,0.1,JAX
179,2014-12-27,62,0.08,JAX
180,2014-12-28,68,0.09,JAX
181,2014-12-29,69,0.08,JAX
182,2014-12-30,64,0.09,JAX
183,2014-12-31,53,0.09,JAX
184,2015-1-1,55,0.09,JAX
185,2015-1-2,53,0.09,JAX
186,2015-1-3,71,0.09,JAX
187,2015-1-4,72,0.09,JAX
188,2015-1-5,56,0.09,JAX
189,2015-1-6,56,0.09,JAX
190,2015-1-7,52,0.1,JAX
191,2015-1-8,34,0.09,JAX
192,2015-1-9,45,0.11,JAX
193,2015-1-10,47,0.1,JAX
194,2015-1-11,56,0.11,JAX
195,2015-1-12,62,0.11,JAX
196,2015-1-13,58,0.11,JAX
197,2015-1-14,50,0.11,JAX
198,2015-1-15,45,0.11,JAX
199,2015-1-16,49,0.1,JAX
200,2015-1-17,51,0.11,JAX
201,2015-1-18,56,0.11,JAX
202,2015-1-19,51,0.11,JAX
203,2015-1-20,54,0.11,JAX
204,2015-1-21,62,0.12,JAX
205,2015-1-22,59,0.12,JAX
206,2015-1-23,60,0.11,JAX
207,2015-1-24,55,0.12,JAX
208,2015-1-25,49,0.12,JAX
209,2015-1-26,52,0.12,JAX
210,2015-1-27,50,0.11,JAX
211,2015-1-28,45,0.12,JAX
212,2015-1-29,49,0.11,JAX
213,2015-1-30,55,0.12,JAX
214,2015-1-31,48,0.11,JAX
215,2015-2-1,56,0.11,JAX
216,2015-2-2,55,0.11,JAX
217,2015-2-3,44,0.11,JAX
218,2015-2-4,51,0.11,JAX
219,2015-2-5,53,0.1,JAX
220,2015-2-6,47,0.11,JAX
221,2015-2-7,50,0.1,JAX
222,2015-2-8,57,0.11,JAX
223,2015-2-9,55,0.11,JAX
224,2015-2-10,53,0.1,JAX
225,2015-2-11,52,0.11,JAX
226,2015-2-12,56,0.11,JAX
227,2015-2-13,42,0.1,JAX
228,2015-2-14,46,0.11,JAX
229,2015-2-15,53,0.11,JAX
230,2015-2-16,59,0.12,JAX
231,2015-2-17,56,0.12,JAX
232,2015-2-18,46,0.12,JAX
233,2015-2-19,35,0.12,JAX
234,2015-2-20,36,0.12,JAX
235,2015-2-21,50,0.12,JAX
236,2015-2-22,65,0.13,JAX
237,2015-2-23,65,0.12,JAX
238,2015-2-24,51,0.12,JAX
239,2015-2-25,56,0.13,JAX
240,2015-2-26,57,0.12,JAX
241,2015-2-27,49,0.12,JAX
242,2015-2-28,51,0.12,JAX
243,2015-3-1,56,0.14,JAX
244,2015-3-2,67,0.13,JAX
245,2015-3-3,69,0.15,JAX
246,2015-3-4,74,0.14,JAX
247,2015-3-5,72,0.14,JAX
248,2015-3-6,55,0.15,JAX
249,2015-3-7,50,0.14,JAX
250,2015-3-8,54,0.13,JAX
251,2015-3-9,61,0.13,JAX
252,2015-3-10,69,0.13,JAX
253,2015-3-11,75,0.13,JAX
254,2015-3-12,65,0.13,JAX
255,2015-3-13,72,0.14,JAX
256,2015-3-14,77,0.12,JAX
257,2015-3-15,72,0.13,JAX
258,2015-3-16,68,0.13,JAX
259,2015-3-17,71,0.12,JAX
260,2015-3-18,67,0.13,JAX
261,2015-3-19,69,0.12,JAX
262,2015-3-20,70,0.12,JAX
263,2015-3-21,73,0.12,JAX
264,2015-3-22,70,0.11,JAX
265,2015-3-23,63,0.11,JAX
266,2015-3-24,62,0.11,JAX
267,2015-3-25,67,0.12,JAX
268,2015-3-26,68,0.12,JAX
269,2015-3-27,64,0.13,JAX
270,2015-3-28,53,0.12,JAX
271,2015-3-29,51,0.12,JAX
272,2015-3-30,59,0.12,JAX
273,2015-3-31,68,0.12,JAX
274,2015-4-1,71,0.11,JAX
275,2015-4-2,68,0.1,JAX
276,2015-4-3,73,0.11,JAX
277,2015-4-4,71,0.1,JAX
278,2015-4-5,68,0.1,JAX
279,2015-4-6,70,0.09,JAX
280,2015-4-7,73,0.1,JAX
281,2015-4-8,75,0.1,JAX
282,2015-4-9,74,0.1,JAX
283,2015-4-10,77,0.1,JAX
284,2015-4-11,74,0.09,JAX
285,2015-4-12,75,0.1,JAX
286,2015-4-13,76,0.09,JAX
287,2015-4-14,78,0.1,JAX
288,2015-4-15,76,0.08,JAX
289,2015-4-16,67,0.09,JAX
290,2015-4-17,70,0.09,JAX
291,2015-4-18,75,0.08,JAX
292,2015-4-19,77,0.09,JAX
293,2015-4-20,70,0.09,JAX
294,2015-4-21,72,0.08,JAX
295,2015-4-22,70,0.08,JAX
296,2015-4-23,74,0.08,JAX
297,2015-4-24,68,0.07,JAX
298,2015-4-25,70,0.07,JAX
299,2015-4-26,80,0.07,JAX
300,2015-4-27,71,0.07,JAX
301,2015-4-28,68,0.07,JAX
302,2015-4-29,71,0.07,JAX
303,2015-4-30,68,0.07,JAX
304,2015-5-1,66,0.06,JAX
305,2015-5-2,63,0.06,JAX
306,2015-5-3,66,0.06,JAX
307,2015-5-4,67,0.06,JAX
308,2015-5-5,70,0.07,JAX
309,2015-5-6,71,0.07,JAX
310,2015-5-7,73,0.07,JAX
311,2015-5-8,76,0.07,JAX
312,2015-5-9,76,0.07,JAX
313,2015-5-10,78,0.07,JAX
314,2015-5-11,80,0.07,JAX
315,2015-5-12,80,0.07,JAX
316,2015-5-13,80,0.06,JAX
317,2015-5-14,76,0.07,JAX
318,2015-5-15,76,0.07,JAX
319,2015-5-16,71,0.06,JAX
320,2015-5-17,75,0.07,JAX
321,2015-5-18,76,0.07,JAX
322,2015-5-19,81,0.07,JAX
323,2015-5-20,80,0.07,JAX
324,2015-5-21,82,0.09,JAX
325,2015-5-22,75,0.09,JAX
326,2015-5-23,73,0.09,JAX
327,2015-5-24,77,0.1,JAX
328,2015-5-25,79,0.1,JAX
329,2015-5-26,80,0.1,JAX
330,2015-5-27,78,0.11,JAX
331,2015-5-28,73,0.1,JAX
332,2015-5-29,74,0.11,JAX
333,2015-5-30,73,0.12,JAX
334,2015-5-31,77,0.13,JAX
335,2015-6-1,78,0.16,JAX
336,2015-6-2,75,0.17,JAX
337,2015-6-3,78,0.17,JAX
338,2015-6-4,77,0.17,JAX
339,2015-6-5,77,0.17,JAX
340,2015-6-6,78,0.18,JAX
341,2015-6-7,77,0.19,JAX
342,2015-6-8,79,0.19,JAX
343,2015-6-9,82,0.2,JAX
344,2015-6-10,78,0.2,JAX
345,2015-6-11,78,0.21,JAX
346,2015-6-12,80,0.22,JAX
347,2015-6-13,82,0.23,JAX
348,2015-6-14,81,0.23,JAX
349,2015-6-15,81,0.23,JAX
350,2015-6-16,83,0.24,JAX
351,2015-6-17,85,0.24,JAX
352,2015-6-18,85,0.24,JAX
353,2015-6-19,86,0.24,JAX
354,2015-6-20,86,0.23,JAX
355,2015-6-21,86,0.23,JAX
356,2015-6-22,84,0.24,JAX
357,2015-6-23,81,0.23,JAX
358,2015-6-24,85,0.23,JAX
359,2015-6-25,81,0.23,JAX
360,2015-6-26,82,0.23,JAX
361,2015-6-27,84,0.24,JAX
362,2015-6-28,82,0.23,JAX
363,2015-6-29,79,0.24,JAX
364,2015-6-30,79,0.24,JAX
