,date,actual_mean_temp,average_precipitation,location
96,2014-10-5,54,0.15,KNYC
97,2014-10-6,60,0.14,KNYC
98,2014-10-7,67,0.15,KNYC
99,2014-10-8,68,0.14,KNYC
100,2014-10-9,62,0.15,KNYC
101,2014-10-10,58,0.16,KNYC
102,2014-10-11,55,0.15,KNYC
103,2014-10-12,56,0.14,KNYC
104,2014-10-13,59,0.14,KNYC
105,2014-10-14,70,0.15,KNYC
106,2014-10-15,73,0.14,KNYC
107,2014-10-16,66,0.14,KNYC
108,2014-10-17,65,0.14,KNYC
109,2014-10-18,63,0.14,KNYC
110,2014-10-19,50,0.14,KNYC
111,2014-10-20,51,0.14,KNYC
112,2014-10-21,61,0.14,KNYC
113,2014-10-22,54,0.15,KNYC
114,2014-10-23,52,0.14,KNYC
115,2014-10-24,57,0.14,KNYC
116,2014-10-25,59,0.15,KNYC
117,2014-10-26,58,0.13,KNYC
118,2014-10-27,56,0.14,KNYC
119,2014-10-28,63,0.13,KNYC
120,2014-10-29,62,0.14,KNYC
121,2014-10-30,53,0.13,KNYC
122,2014-10-31,50,0.14,KNYC
123,2014-11-1,45,0.14,KNYC
124,2014-11-2,45,0.14,KNYC
125,2014-11-3,50,0.13,KNYC
126,2014-11-4,61,0.13,KNYC
127,2014-11-5,60,0.13,KNYC
128,2014-11-6,53,0.14,KNYC
129,2014-11-7,47,0.13,KNYC
130,2014-11-8,42,0.12,KNYC
131,2014-11-9,52,0.13,KNYC
132,2014-11-10,53,0.13,KNYC
133,2014-11-11,57,0.12,KNYC
134,2014-11-12,56,0.12,KNYC
135,2014-11-13,42,0.13,KNYC
136,2014-11-14,39,0.13,KNYC
137,2014-11-15,38,0.13,KNYC
138,2014-11-16,40,0.13,KNYC
139,2014-11-17,46,0.14,KNYC
140,2014-11-18,35,0.14,KNYC
141,2014-11-19,29,0.14,KNYC
142,2014-11-20,38,0.13,KNYC
143,2014-11-21,33,0.14,KNYC
144,2014-11-22,36,0.14,KNYC
145,2014-11-23,50,0.14,KNYC
146,2014-11-24,61,0.14,KNYC
147,2014-11-25,60,0.13,KNYC
148,2014-11-26,43,0.14,KNYC
149,2014-11-27,36,0.13,KNYC
150,2014-11-28,33,0.14,KNYC
151,2014-11-29,36,0.14,KNYC
152,2014-11-30,50,0.15,KNYC
153,2014-12-1,54,0.14,KNYC
154,2014-12-2,39,0.14,KNYC
155,2014-12-3,44,0.15,KNYC
156,2014-12-4,41,0.14,KNYC
157,2014-12-5,39,0.14,KNYC
158,2014-12-6,45,0.13,KNYC
159,2014-12-7,36,0.14,KNYC
160,2014-12-8,31,0.14,KNYC
161,2014-12-9,39,0.13,KNYC
162,2014-12-10,36,0.14,KNYC
163,2014-12-11,35,0.14,KNYC
164,2014-12-12,35,0.13,KNYC
165,2014-12-13,39,0.13,KNYC
166,2014-12-14,42,0.13,KNYC
167,2014-12-15,43,0.13,KNYC
168,2014-12-16,44,0.12,KNYC
169,2014-12-17,48,0.13,KNYC
170,2014-12-18,40,0.12,KNYC
171,2014-12-19,35,0.12,KNYC
172,2014-12-20,32,0.12,KNYC
173,2014-12-21,34,0.13,KNYC
174,2014-12-22,40,0.12,KNYC
175,2014-12-23,45,0.13,KNYC
176,2014-12-24,51,0.13,KNYC
177,2014-12-25,53,0.13,KNYC
178,2014-12-26,45,0.12,KNYC
179,2014-12-27,50,0.12,KNYC
180,2014-12-28,49,0.12,KNYC
181,2014-12-29,39,0.11,KNYC
182,2014-12-30,31,0.12,KNYC
183,2014-12-31,30,0.11,KNYC
184,2015-1-1,33,0.12,KNYC
185,2015-1-2,39,0.12,KNYC
186,2015-1-3,38,0.12,KNYC
187,2015-1-4,49,0.12,KNYC
188,2015-1-5,35,0.12,KNYC
189,2015-1-6,21,0.13,KNYC
190,2015-1-7,16,0.12,KNYC
191,2015-1-8,15,0.11,KNYC
192,2015-1-9,26,0.13,KNYC
193,2015-1-10,20,0.12,KNYC
194,2015-1-11,28,0.12,KNYC
195,2015-1-12,37,0.13,KNYC
196,2015-1-13,27,0.12,KNYC
197,2015-1-14,24,0.12,KNYC
198,2015-1-15,30,0.13,KNYC
199,2015-1-16,32,0.12,KNYC
200,2015-1-17,25,0.12,KNYC
201,2015-1-18,37,0.11,KNYC
202,2015-1-19,39,0.12,KNYC
203,2015-1-20,36,0.11,KNYC
204,2015-1-21,31,0.12,KNYC
205,2015-1-22,36,0.12,KNYC
206,2015-1-23,34,0.11,KNYC
207,2015-1-24,36,0.11,KNYC
208,2015-1-25,37,0.11,KNYC
209,2015-1-26,27,0.11,KNYC
210,2015-1-27,25,0.11,KNYC
211,2015-1-28,25,0.11,KNYC
212,2015-1-29,28,0.11,KNYC
213,2015-1-30,29,0.11,KNYC
214,2015-1-31,20,0.12,KNYC
215,2015-2-1,28,0.11,KNYC
216,2015-2-2,24,0.11,KNYC
217,2015-2-3,20,0.11,KNYC
218,2015-2-4,34,0.1,KNYC
219,2015-2-5,28,0.11,KNYC
220,2015-2-6,20,0.11,KNYC
221,2015-2-7,33,0.11,KNYC
222,2015-2-8,33,0.11,KNYC
223,2015-2-9,27,0.1,KNYC
224,2015-2-10,33,0.11,KNYC
225,2015-2-11,28,0.1,KNYC
226,2015-2-12,28,0.11,KNYC
227,2015-2-13,15,0.1,KNYC
228,2015-2-14,24,0.11,KNYC
229,2015-2-15,15,0.1,KNYC
230,2015-2-16,12,0.12,KNYC
231,2015-2-17,21,0.11,KNYC
232,2015-2-18,26,0.11,KNYC
233,2015-2-19,18,0.11,KNYC
234,2015-2-20,11,0.11,KNYC
235,2015-2-21,23,0.11,KNYC
236,2015-2-22,38,0.11,KNYC
237,2015-2-23,23,0.12,KNYC
238,2015-2-24,14,0.12,KNYC
239,2015-2-25,29,0.11,KNYC
240,2015-2-26,27,0.12,KNYC
241,2015-2-27,24,0.12,KNYC
242,2015-2-28,21,0.12,KNYC
243,2015-3-1,28,0.13,KNYC
244,2015-3-2,33,0.12,KNYC
245,2015-3-3,30,0.12,KNYC
246,2015-3-4,40,0.13,KNYC
247,2015-3-5,30,0.13,KNYC
248,2015-3-6,20,0.13,KNYC
249,2015-3-7,28,0.13,KNYC
250,2015-3-8,43,0.14,KNYC
251,2015-3-9,47,0.13,KNYC
252,2015-3-10,46,0.13,KNYC
253,2015-3-11,52,0.13,KNYC
254,2015-3-12,42,0.13,KNYC
255,2015-3-13,37,0.12,KNYC
256,2015-3-14,46,0.14,KNYC
257,2015-3-15,40,0.14,KNYC
258,2015-3-16,44,0.14,KNYC
259,2015-3-17,46,0.15,KNYC
260,2015-3-18,34,0.14,KNYC
261,2015-3-19,36,0.15,KNYC
262,2015-3-20,34,0.15,KNYC
263,2015-3-21,38,0.15,KNYC
264,2015-3-22,36,0.15,KNYC
265,2015-3-23,31,0.16,KNYC
266,2015-3-24,36,0.15,KNYC
267,2015-3-25,42,0.15,KNYC
268,2015-3-26,52,0.15,KNYC
269,2015-3-27,43,0.16,KNYC
270,2015-3-28,33,0.15,KNYC
271,2015-3-29,36,0.15,KNYC
272,2015-3-30,45,0.16,KNYC
273,2015-3-31,41,0.15,KNYC
274,2015-4-1,42,0.16,KNYC
275,2015-4-2,54,0.16,KNYC
276,2015-4-3,62,0.16,KNYC
277,2015-4-4,51,0.16,KNYC
278,2015-4-5,52,0.16,KNYC
279,2015-4-6,53,0.15,KNYC
280,2015-4-7,52,0.16,KNYC
281,2015-4-8,41,0.15,KNYC
282,2015-4-9,40,0.16,KNYC
283,2015-4-10,48,0.17,KNYC
284,2015-4-11,51,0.16,KNYC
285,2015-4-12,55,0.16,KNYC
286,2015-4-13,59,0.16,KNYC
287,2015-4-14,60,0.16,KNYC
288,2015-4-15,62,0.15,KNYC
289,2015-4-16,58,0.14,KNYC
290,2015-4-17,63,0.15,KNYC
291,2015-4-18,70,0.14,KNYC
292,2015-4-19,56,0.15,KNYC
293,2015-4-20,52,0.14,KNYC
294,2015-4-21,59,0.14,KNYC
295,2015-4-22,59,0.14,KNYC
296,2015-4-23,47,0.14,KNYC
297,2015-4-24,46,0.14,KNYC
298,2015-4-25,50,0.14,KNYC
299,2015-4-26,55,0.14,KNYC
300,2015-4-27,56,0.14,KNYC
301,2015-4-28,61,0.15,KNYC
302,2015-4-29,64,0.14,KNYC
303,2015-4-30,58,0.13,KNYC
304,2015-5-1,56,0.12,KNYC
305,2015-5-2,61,0.12,KNYC
306,2015-5-3,66,0.13,KNYC
307,2015-5-4,71,0.13,KNYC
308,2015-5-5,76,0.13,KNYC
309,2015-5-6,66,0.13,KNYC
310,2015-5-7,68,0.14,KNYC
311,2015-5-8,69,0.12,KNYC
312,2015-5-9,64,0.13,KNYC
313,2015-5-10,72,0.13,KNYC
314,2015-5-11,77,0.12,KNYC
315,2015-5-12,75,0.13,KNYC
316,2015-5-13,62,0.12,KNYC
317,2015-5-14,62,0.12,KNYC
318,2015-5-15,65,0.13,KNYC
319,2015-5-16,66,0.13,KNYC
320,2015-5-17,74,0.13,KNYC
321,2015-5-18,68,0.13,KNYC
322,2015-5-19,70,0.13,KNYC
323,2015-5-20,61,0.14,KNYC
324,2015-5-21,57,0.14,KNYC
325,2015-5-22,65,0.15,KNYC
326,2015-5-23,60,0.15,KNYC
327,2015-5-24,69,0.15,KNYC
328,2015-5-25,75,0.15,KNYC
329,2015-5-26,78,0.15,KNYC
330,2015-5-27,78,0.14,KNYC
331,2015-5-28,78,0.14,KNYC
332,2015-5-29,75,0.16,KNYC
333,2015-5-30,76,0.15,KNYC
334,2015-5-31,72,0.15,KNYC
335,2015-6-1,55,0.16,KNYC
336,2015-6-2,53,0.16,KNYC
337,2015-6-3,61,0.16,KNYC
338,2015-6-4,60,0.16,KNYC
339,2015-6-5,63,0.16,KNYC
340,2015-6-6,68,0.16,KNYC
341,2015-6-7,65,0.16,KNYC
342,2015-6-8,71,0.16,KNYC
343,2015-6-9,76,0.16,KNYC
344,2015-6-10,74,0.16,KNYC
345,2015-6-11,81,0.16,KNYC
346,2015-6-12,81,0.16,KNYC
347,2015-6-13,79,0.16,KNYC
348,2015-6-14,77,0.16,KNYC
349,2015-6-15,74,0.15,KNYC
350,2015-6-16,72,0.15,KNYC
351,2015-6-17,74,0.16,KNYC
352,2015-6-18,68,0.14,KNYC
353,2015-6-19,78,0.14,KNYC
354,2015-6-20,70,0.13,KNYC
355,2015-6-21,80,0.14,KNYC
356,2015-6-22,79,0.13,KNYC
357,2015-6-23,83,0.13,KNYC
358,2015-6-24,76,0.13,KNYC
359,2015-6-25,74,0.14,KNYC
360,2015-6-26,75,0.13,KNYC
361,2015-6-27,65,0.12,KNYC
362,2015-6-28,68,0.13,KNYC
363,2015-6-29,70,0.12,KNYC
364,2015-6-30,75,0.13,KNYC
