,date,actual_mean_temp,average_precipitation,location
86,2014-9-25,68,0.12,MDW
87,2014-9-26,70,0.1,MDW
88,2014-9-27,70,0.1,MDW
89,2014-9-28,69,0.1,MDW
90,2014-9-29,71,0.1,MDW
91,2014-9-30,56,0.09,MDW
92,2014-10-1,63,0.1,MDW
93,2014-10-2,71,0.09,MDW
94,2014-10-3,57,0.1,MDW
95,2014-10-4,43,0.11,MDW
96,2014-10-5,49,0.1,MDW
97,2014-10-6,56,0.1,MDW
98,2014-10-7,59,0.1,MDW
99,2014-10-8,58,0.09,MDW
100,2014-10-9,57,0.11,MDW
101,2014-10-10,52,0.1,MDW
102,2014-10-11,50,0.1,MDW
103,2014-10-12,55,0.1,MDW
104,2014-10-13,65,0.1,MDW
105,2014-10-14,61,0.11,MDW
106,2014-10-15,56,0.1,MDW
107,2014-10-16,56,0.1,MDW
108,2014-10-17,56,0.1,MDW
109,2014-10-18,46,0.11,MDW
110,2014-10-19,47,0.1,MDW
111,2014-10-20,58,0.1,MDW
112,2014-10-21,52,0.11,MDW
113,2014-10-22,50,0.11,MDW
114,2014-10-23,52,0.11,MDW
115,2014-10-24,61,0.1,MDW
116,2014-10-25,64,0.11,MDW
117,2014-10-26,55,0.11,MDW
118,2014-10-27,67,0.11,MDW
119,2014-10-28,57,0.12,MDW
120,2014-10-29,45,0.11,MDW
121,2014-10-30,45,0.12,MDW
122,2014-10-31,42,0.11,MDW
123,2014-11-1,39,0.12,MDW
124,2014-11-2,41,0.11,MDW
125,2014-11-3,55,0.11,MDW
126,2014-11-4,53,0.12,MDW
127,2014-11-5,51,0.12,MDW
128,2014-11-6,46,0.11,MDW
129,2014-11-7,41,0.12,MDW
130,2014-11-8,44,0.11,MDW
131,2014-11-9,45,0.11,MDW
132,2014-11-10,55,0.11,MDW
133,2014-11-11,47,0.11,MDW
134,2014-11-12,30,0.12,MDW
135,2014-11-13,29,0.12,MDW
136,2014-11-14,27,0.12,MDW
137,2014-11-15,27,0.12,MDW
138,2014-11-16,29,0.12,MDW
139,2014-11-17,19,0.11,MDW
140,2014-11-18,17,0.12,MDW
141,2014-11-19,26,0.11,MDW
142,2014-11-20,24,0.11,MDW
143,2014-11-21,25,0.12,MDW
144,2014-11-22,44,0.11,MDW
145,2014-11-23,52,0.12,MDW
146,2014-11-24,39,0.12,MDW
147,2014-11-25,26,0.1,MDW
148,2014-11-26,27,0.11,MDW
149,2014-11-27,25,0.11,MDW
150,2014-11-28,28,0.11,MDW
151,2014-11-29,44,0.11,MDW
152,2014-11-30,43,0.11,MDW
153,2014-12-1,25,0.1,MDW
154,2014-12-2,28,0.1,MDW
155,2014-12-3,33,0.1,MDW
156,2014-12-4,31,0.09,MDW
157,2014-12-5,38,0.1,MDW
158,2014-12-6,39,0.09,MDW
159,2014-12-7,35,0.09,MDW
160,2014-12-8,37,0.09,MDW
161,2014-12-9,37,0.09,MDW
162,2014-12-10,34,0.1,MDW
163,2014-12-11,30,0.09,MDW
164,2014-12-12,32,0.08,MDW
165,2014-12-13,43,0.08,MDW
166,2014-12-14,50,0.08,MDW
167,2014-12-15,46,0.08,MDW
168,2014-12-16,40,0.08,MDW
169,2014-12-17,29,0.08,MDW
170,2014-12-18,28,0.07,MDW
171,2014-12-19,32,0.08,MDW
172,2014-12-20,34,0.08,MDW
173,2014-12-21,36,0.07,MDW
174,2014-12-22,38,0.08,MDW
175,2014-12-23,46,0.08,MDW
176,2014-12-24,41,0.07,MDW
177,2014-12-25,40,0.08,MDW
178,2014-12-26,45,0.07,MDW
179,2014-12-27,41,0.07,MDW
180,2014-12-28,31,0.08,MDW
181,2014-12-29,30,0.07,MDW
182,2014-12-30,19,0.07,MDW
183,2014-12-31,13,0.08,MDW
184,2015-1-1,25,0.08,MDW
185,2015-1-2,28,0.08,MDW
186,2015-1-3,34,0.07,MDW
187,2015-1-4,21,0.08,MDW
188,2015-1-5,5,0.08,MDW
189,2015-1-6,9,0.07,MDW
190,2015-1-7,2,0.08,MDW
191,2015-1-8,7,0.07,MDW
192,2015-1-9,10,0.08,MDW
193,2015-1-10,13,0.07,MDW
194,2015-1-11,30,0.07,MDW
195,2015-1-12,25,0.07,MDW
196,2015-1-13,18,0.07,MDW
197,2015-1-14,13,0.07,MDW
198,2015-1-15,27,0.06,MDW
199,2015-1-16,29,0.07,MDW
200,2015-1-17,37,0.07,MDW
201,2015-1-18,37,0.06,MDW
202,2015-1-19,35,0.07,MDW
203,2015-1-20,37,0.06,MDW
204,2015-1-21,34,0.06,MDW
205,2015-1-22,32,0.06,MDW
206,2015-1-23,32,0.06,MDW
207,2015-1-24,39,0.05,MDW
208,2015-1-25,32,0.06,MDW
209,2015-1-26,25,0.06,MDW
210,2015-1-27,29,0.06,MDW
211,2015-1-28,30,0.05,MDW
212,2015-1-29,35,0.06,MDW
213,2015-1-30,28,0.05,MDW
214,2015-1-31,31,0.06,MDW
215,2015-2-1,27,0.05,MDW
216,2015-2-2,16,0.06,MDW
217,2015-2-3,19,0.06,MDW
218,2015-2-4,21,0.05,MDW
219,2015-2-5,10,0.06,MDW
220,2015-2-6,24,0.05,MDW
221,2015-2-7,35,0.06,MDW
222,2015-2-8,37,0.07,MDW
223,2015-2-9,29,0.06,MDW
224,2015-2-10,29,0.06,MDW
225,2015-2-11,30,0.07,MDW
226,2015-2-12,16,0.07,MDW
227,2015-2-13,18,0.07,MDW
228,2015-2-14,17,0.06,MDW
229,2015-2-15,9,0.07,MDW
230,2015-2-16,14,0.07,MDW
231,2015-2-17,17,0.07,MDW
232,2015-2-18,6,0.07,MDW
233,2015-2-19,1,0.07,MDW
234,2015-2-20,10,0.08,MDW
235,2015-2-21,26,0.07,MDW
236,2015-2-22,19,0.08,MDW
237,2015-2-23,8,0.09,MDW
238,2015-2-24,19,0.08,MDW
239,2015-2-25,22,0.09,MDW
240,2015-2-26,15,0.08,MDW
241,2015-2-27,9,0.09,MDW
242,2015-2-28,12,0.08,MDW
243,2015-3-1,23,0.09,MDW
244,2015-3-2,25,0.08,MDW
245,2015-3-3,32,0.09,MDW
246,2015-3-4,24,0.08,MDW
247,2015-3-5,14,0.09,MDW
248,2015-3-6,17,0.08,MDW
249,2015-3-7,36,0.09,MDW
250,2015-3-8,37,0.09,MDW
251,2015-3-9,40,0.08,MDW
252,2015-3-10,46,0.08,MDW
253,2015-3-11,45,0.08,MDW
254,2015-3-12,46,0.08,MDW
255,2015-3-13,53,0.08,MDW
256,2015-3-14,51,0.09,MDW
257,2015-3-15,49,0.08,MDW
258,2015-3-16,59,0.09,MDW
259,2015-3-17,38,0.08,MDW
260,2015-3-18,40,0.09,MDW
261,2015-3-19,46,0.09,MDW
262,2015-3-20,46,0.09,MDW
263,2015-3-21,43,0.09,MDW
264,2015-3-22,34,0.09,MDW
265,2015-3-23,31,0.09,MDW
266,2015-3-24,33,0.08,MDW
267,2015-3-25,41,0.09,MDW
268,2015-3-26,40,0.09,MDW
269,2015-3-27,30,0.09,MDW
270,2015-3-28,29,0.1,MDW
271,2015-3-29,40,0.09,MDW
272,2015-3-30,51,0.1,MDW
273,2015-3-31,49,0.11,MDW
274,2015-4-1,58,0.11,MDW
275,2015-4-2,59,0.12,MDW
276,2015-4-3,45,0.11,MDW
277,2015-4-4,46,0.11,MDW
278,2015-4-5,58,0.11,MDW
279,2015-4-6,53,0.12,MDW
280,2015-4-7,45,0.12,MDW
281,2015-4-8,49,0.12,MDW
282,2015-4-9,60,0.12,MDW
283,2015-4-10,54,0.13,MDW
284,2015-4-11,52,0.12,MDW
285,2015-4-12,59,0.12,MDW
286,2015-4-13,61,0.12,MDW
287,2015-4-14,57,0.12,MDW
288,2015-4-15,56,0.12,MDW
289,2015-4-16,56,0.13,MDW
290,2015-4-17,65,0.12,MDW
291,2015-4-18,59,0.13,MDW
292,2015-4-19,60,0.12,MDW
293,2015-4-20,50,0.12,MDW
294,2015-4-21,50,0.13,MDW
295,2015-4-22,43,0.12,MDW
296,2015-4-23,45,0.12,MDW
297,2015-4-24,48,0.12,MDW
298,2015-4-25,45,0.12,MDW
299,2015-4-26,48,0.13,MDW
300,2015-4-27,50,0.13,MDW
301,2015-4-28,49,0.13,MDW
302,2015-4-29,53,0.13,MDW
303,2015-4-30,47,0.12,MDW
304,2015-5-1,53,0.12,MDW
305,2015-5-2,66,0.12,MDW
306,2015-5-3,71,0.13,MDW
307,2015-5-4,66,0.12,MDW
308,2015-5-5,56,0.13,MDW
309,2015-5-6,67,0.12,MDW
310,2015-5-7,72,0.12,MDW
311,2015-5-8,75,0.12,MDW
312,2015-5-9,58,0.13,MDW
313,2015-5-10,53,0.12,MDW
314,2015-5-11,61,0.13,MDW
315,2015-5-12,53,0.13,MDW
316,2015-5-13,49,0.14,MDW
317,2015-5-14,58,0.13,MDW
318,2015-5-15,70,0.13,MDW
319,2015-5-16,75,0.13,MDW
320,2015-5-17,77,0.13,MDW
321,2015-5-18,66,0.15,MDW
322,2015-5-19,49,0.14,MDW
323,2015-5-20,47,0.14,MDW
324,2015-5-21,59,0.14,MDW
325,2015-5-22,59,0.14,MDW
326,2015-5-23,68,0.14,MDW
327,2015-5-24,69,0.14,MDW
328,2015-5-25,75,0.14,MDW
329,2015-5-26,73,0.14,MDW
330,2015-5-27,71,0.13,MDW
331,2015-5-28,72,0.15,MDW
332,2015-5-29,78,0.14,MDW
333,2015-5-30,59,0.14,MDW
334,2015-5-31,51,0.15,MDW
335,2015-6-1,55,0.15,MDW
336,2015-6-2,58,0.14,MDW
337,2015-6-3,67,0.15,MDW
338,2015-6-4,72,0.15,MDW
339,2015-6-5,65,0.15,MDW
340,2015-6-6,64,0.15,MDW
341,2015-6-7,72,0.15,MDW
342,2015-6-8,75,0.15,MDW
343,2015-6-9,74,0.14,MDW
344,2015-6-10,83,0.14,MDW
345,2015-6-11,72,0.14,MDW
346,2015-6-12,66,0.14,MDW
347,2015-6-13,73,0.15,MDW
348,2015-6-14,78,0.14,MDW
349,2015-6-15,77,0.13,MDW
350,2015-6-16,67,0.14,MDW
351,2015-6-17,65,0.13,MDW
352,2015-6-18,71,0.13,MDW
353,2015-6-19,63,0.14,MDW
354,2015-6-20,70,0.13,MDW
355,2015-6-21,79,0.13,MDW
356,2015-6-22,79,0.14,MDW
357,2015-6-23,74,0.12,MDW
358,2015-6-24,73,0.13,MDW
359,2015-6-25,74,0.12,MDW
360,2015-6-26,66,0.12,MDW
361,2015-6-27,68,0.12,MDW
362,2015-6-28,70,0.12,MDW
363,2015-6-29,71,0.11,MDW
364,2015-6-30,71,0.11,MDW
