,date,actual_mean_temp,average_precipitation,location
88,2014-9-27,61,0.06,KSEA
89,2014-9-28,60,0.07,KSEA
90,2014-9-29,57,0.06,KSEA
91,2014-9-30,61,0.07,KSEA
92,2014-10-1,59,0.07,KSEA
93,2014-10-2,59,0.07,KSEA
94,2014-10-3,60,0.07,KSEA
95,2014-10-4,63,0.07,KSEA
96,2014-10-5,64,0.08,KSEA
97,2014-10-6,67,0.08,KSEA
98,2014-10-7,62,0.09,KSEA
99,2014-10-8,62,0.08,KSEA
100,2014-10-9,58,0.09,KSEA
101,2014-10-10,58,0.09,KSEA
102,2014-10-11,59,0.09,KSEA
103,2014-10-12,59,0.09,KSEA
104,2014-10-13,60,0.1,KSEA
105,2014-10-14,58,0.11,KSEA
106,2014-10-15,57,0.1,KSEA
107,2014-10-16,61,0.11,KSEA
108,2014-10-17,58,0.11,KSEA
109,2014-10-18,62,0.11,KSEA
110,2014-10-19,64,0.12,KSEA
111,2014-10-20,58,0.12,KSEA
112,2014-10-21,57,0.13,KSEA
113,2014-10-22,57,0.12,KSEA
114,2014-10-23,53,0.14,KSEA
115,2014-10-24,53,0.14,KSEA
116,2014-10-25,55,0.14,KSEA
117,2014-10-26,51,0.15,KSEA
118,2014-10-27,52,0.15,KSEA
119,2014-10-28,54,0.16,KSEA
120,2014-10-29,58,0.16,KSEA
121,2014-10-30,56,0.17,KSEA
122,2014-10-31,51,0.17,KSEA
123,2014-11-1,49,0.19,KSEA
124,2014-11-2,51,0.19,KSEA
125,2014-11-3,55,0.2,KSEA
126,2014-11-4,55,0.2,KSEA
127,2014-11-5,55,0.2,KSEA
128,2014-11-6,57,0.21,KSEA
129,2014-11-7,52,0.2,KSEA
130,2014-11-8,47,0.22,KSEA
131,2014-11-9,51,0.21,KSEA
132,2014-11-10,47,0.22,KSEA
133,2014-11-11,40,0.23,KSEA
134,2014-11-12,38,0.23,KSEA
135,2014-11-13,39,0.23,KSEA
136,2014-11-14,37,0.23,KSEA
137,2014-11-15,38,0.23,KSEA
138,2014-11-16,39,0.23,KSEA
139,2014-11-17,40,0.23,KSEA
140,2014-11-18,38,0.23,KSEA
141,2014-11-19,44,0.24,KSEA
142,2014-11-20,47,0.23,KSEA
143,2014-11-21,50,0.23,KSEA
144,2014-11-22,47,0.22,KSEA
145,2014-11-23,49,0.22,KSEA
146,2014-11-24,47,0.23,KSEA
147,2014-11-25,53,0.22,KSEA
148,2014-11-26,57,0.22,KSEA
149,2014-11-27,56,0.22,KSEA
150,2014-11-28,47,0.21,KSEA
151,2014-11-29,32,0.23,KSEA
152,2014-11-30,30,0.22,KSEA
153,2014-12-1,33,0.2,KSEA
154,2014-12-2,34,0.2,KSEA
155,2014-12-3,41,0.2,KSEA
156,2014-12-4,43,0.19,KSEA
157,2014-12-5,50,0.19,KSEA
158,2014-12-6,50,0.18,KSEA
159,2014-12-7,51,0.19,KSEA
160,2014-12-8,53,0.18,KSEA
161,2014-12-9,56,0.17,KSEA
162,2014-12-10,58,0.17,KSEA
163,2014-12-11,53,0.17,KSEA
164,2014-12-12,49,0.16,KSEA
165,2014-12-13,45,0.17,KSEA
166,2014-12-14,45,0.17,KSEA
167,2014-12-15,49,0.16,KSEA
168,2014-12-16,49,0.17,KSEA
169,2014-12-17,46,0.16,KSEA
170,2014-12-18,47,0.16,KSEA
171,2014-12-19,49,0.17,KSEA
172,2014-12-20,50,0.16,KSEA
173,2014-12-21,53,0.17,KSEA
174,2014-12-22,47,0.17,KSEA
175,2014-12-23,48,0.17,KSEA
176,2014-12-24,42,0.17,KSEA
177,2014-12-25,42,0.17,KSEA
178,2014-12-26,39,0.17,KSEA
179,2014-12-27,45,0.17,KSEA
180,2014-12-28,41,0.16,KSEA
181,2014-12-29,38,0.16,KSEA
182,2014-12-30,33,0.16,KSEA
183,2014-12-31,33,0.16,KSEA
184,2015-1-1,34,0.18,KSEA
185,2015-1-2,37,0.18,KSEA
186,2015-1-3,38,0.19,KSEA
187,2015-1-4,45,0.19,KSEA
188,2015-1-5,52,0.18,KSEA
189,2015-1-6,49,0.19,KSEA
190,2015-1-7,44,0.19,KSEA
191,2015-1-8,41,0.2,KSEA
192,2015-1-9,44,0.19,KSEA
193,2015-1-10,45,0.2,KSEA
194,2015-1-11,47,0.19,KSEA
195,2015-1-12,46,0.19,KSEA
196,2015-1-13,43,0.18,KSEA
197,2015-1-14,38,0.19,KSEA
198,2015-1-15,40,0.19,KSEA
199,2015-1-16,48,0.2,KSEA
200,2015-1-17,47,0.19,KSEA
201,2015-1-18,51,0.19,KSEA
202,2015-1-19,47,0.18,KSEA
203,2015-1-20,44,0.19,KSEA
204,2015-1-21,38,0.17,KSEA
205,2015-1-22,46,0.17,KSEA
206,2015-1-23,51,0.17,KSEA
207,2015-1-24,55,0.16,KSEA
208,2015-1-25,54,0.17,KSEA
209,2015-1-26,52,0.16,KSEA
210,2015-1-27,50,0.16,KSEA
211,2015-1-28,48,0.16,KSEA
212,2015-1-29,46,0.16,KSEA
213,2015-1-30,41,0.15,KSEA
214,2015-1-31,42,0.16,KSEA
215,2015-2-1,45,0.13,KSEA
216,2015-2-2,47,0.13,KSEA
217,2015-2-3,46,0.14,KSEA
218,2015-2-4,46,0.13,KSEA
219,2015-2-5,52,0.14,KSEA
220,2015-2-6,54,0.13,KSEA
221,2015-2-7,52,0.14,KSEA
222,2015-2-8,53,0.13,KSEA
223,2015-2-9,52,0.13,KSEA
224,2015-2-10,51,0.13,KSEA
225,2015-2-11,49,0.13,KSEA
226,2015-2-12,56,0.12,KSEA
227,2015-2-13,52,0.13,KSEA
228,2015-2-14,51,0.11,KSEA
229,2015-2-15,47,0.12,KSEA
230,2015-2-16,51,0.12,KSEA
231,2015-2-17,51,0.12,KSEA
232,2015-2-18,47,0.11,KSEA
233,2015-2-19,49,0.12,KSEA
234,2015-2-20,49,0.12,KSEA
235,2015-2-21,48,0.12,KSEA
236,2015-2-22,46,0.12,KSEA
237,2015-2-23,44,0.11,KSEA
238,2015-2-24,44,0.12,KSEA
239,2015-2-25,47,0.13,KSEA
240,2015-2-26,50,0.12,KSEA
241,2015-2-27,47,0.13,KSEA
242,2015-2-28,46,0.12,KSEA
243,2015-3-1,43,0.13,KSEA
244,2015-3-2,46,0.14,KSEA
245,2015-3-3,42,0.12,KSEA
246,2015-3-4,43,0.13,KSEA
247,2015-3-5,47,0.13,KSEA
248,2015-3-6,49,0.12,KSEA
249,2015-3-7,51,0.12,KSEA
250,2015-3-8,51,0.12,KSEA
251,2015-3-9,49,0.12,KSEA
252,2015-3-10,49,0.12,KSEA
253,2015-3-11,53,0.12,KSEA
254,2015-3-12,57,0.13,KSEA
255,2015-3-13,55,0.12,KSEA
256,2015-3-14,53,0.13,KSEA
257,2015-3-15,47,0.12,KSEA
258,2015-3-16,50,0.12,KSEA
259,2015-3-17,48,0.12,KSEA
260,2015-3-18,53,0.12,KSEA
261,2015-3-19,54,0.11,KSEA
262,2015-3-20,53,0.12,KSEA
263,2015-3-21,52,0.12,KSEA
264,2015-3-22,48,0.13,KSEA
265,2015-3-23,47,0.12,KSEA
266,2015-3-24,49,0.11,KSEA
267,2015-3-25,52,0.12,KSEA
268,2015-3-26,60,0.11,KSEA
269,2015-3-27,57,0.11,KSEA
270,2015-3-28,55,0.11,KSEA
271,2015-3-29,54,0.11,KSEA
272,2015-3-30,58,0.11,KSEA
273,2015-3-31,49,0.11,KSEA
274,2015-4-1,49,0.11,KSEA
275,2015-4-2,49,0.11,KSEA
276,2015-4-3,47,0.11,KSEA
277,2015-4-4,47,0.11,KSEA
278,2015-4-5,50,0.1,KSEA
279,2015-4-6,51,0.1,KSEA
280,2015-4-7,51,0.1,KSEA
281,2015-4-8,53,0.1,KSEA
282,2015-4-9,53,0.1,KSEA
283,2015-4-10,52,0.09,KSEA
284,2015-4-11,48,0.1,KSEA
285,2015-4-12,49,0.09,KSEA
286,2015-4-13,46,0.09,KSEA
287,2015-4-14,45,0.1,KSEA
288,2015-4-15,48,0.09,KSEA
289,2015-4-16,52,0.09,KSEA
290,2015-4-17,55,0.09,KSEA
291,2015-4-18,57,0.09,KSEA
292,2015-4-19,59,0.09,KSEA
293,2015-4-20,60,0.08,KSEA
294,2015-4-21,54,0.09,KSEA
295,2015-4-22,51,0.08,KSEA
296,2015-4-23,49,0.08,KSEA
297,2015-4-24,49,0.08,KSEA
298,2015-4-25,49,0.07,KSEA
299,2015-4-26,50,0.08,KSEA
300,2015-4-27,64,0.08,KSEA
301,2015-4-28,54,0.07,KSEA
302,2015-4-29,53,0.07,KSEA
303,2015-4-30,55,0.07,KSEA
304,2015-5-1,57,0.07,KSEA
305,2015-5-2,56,0.06,KSEA
306,2015-5-3,58,0.07,KSEA
307,2015-5-4,54,0.06,KSEA
308,2015-5-5,52,0.07,KSEA
309,2015-5-6,54,0.07,KSEA
310,2015-5-7,56,0.06,KSEA
311,2015-5-8,61,0.06,KSEA
312,2015-5-9,65,0.06,KSEA
313,2015-5-10,60,0.07,KSEA
314,2015-5-11,54,0.06,KSEA
315,2015-5-12,56,0.06,KSEA
316,2015-5-13,52,0.06,KSEA
317,2015-5-14,57,0.06,KSEA
318,2015-5-15,59,0.06,KSEA
319,2015-5-16,56,0.06,KSEA
320,2015-5-17,59,0.06,KSEA
321,2015-5-18,66,0.06,KSEA
322,2015-5-19,62,0.06,KSEA
323,2015-5-20,63,0.06,KSEA
324,2015-5-21,66,0.06,KSEA
325,2015-5-22,58,0.06,KSEA
326,2015-5-23,57,0.06,KSEA
327,2015-5-24,58,0.06,KSEA
328,2015-5-25,56,0.06,KSEA
329,2015-5-26,62,0.07,KSEA
330,2015-5-27,65,0.06,KSEA
331,2015-5-28,68,0.07,KSEA
332,2015-5-29,67,0.06,KSEA
333,2015-5-30,62,0.07,KSEA
334,2015-5-31,65,0.06,KSEA
335,2015-6-1,57,0.07,KSEA
336,2015-6-2,60,0.06,KSEA
337,2015-6-3,61,0.06,KSEA
338,2015-6-4,63,0.07,KSEA
339,2015-6-5,68,0.06,KSEA
340,2015-6-6,71,0.06,KSEA
341,2015-6-7,74,0.06,KSEA
342,2015-6-8,73,0.07,KSEA
343,2015-6-9,71,0.06,KSEA
344,2015-6-10,65,0.06,KSEA
345,2015-6-11,64,0.06,KSEA
346,2015-6-12,61,0.06,KSEA
347,2015-6-13,62,0.05,KSEA
348,2015-6-14,68,0.06,KSEA
349,2015-6-15,74,0.05,KSEA
350,2015-6-16,63,0.06,KSEA
351,2015-6-17,65,0.05,KSEA
352,2015-6-18,67,0.05,KSEA
353,2015-6-19,66,0.05,KSEA
354,2015-6-20,66,0.05,KSEA
355,2015-6-21,68,0.05,KSEA
356,2015-6-22,66,0.04,KSEA
357,2015-6-23,66,0.04,KSEA
358,2015-6-24,70,0.05,KSEA
359,2015-6-25,74,0.04,KSEA
360,2015-6-26,77,0.03,KSEA
361,2015-6-27,78,0.04,KSEA
362,2015-6-28,74,0.04,KSEA
363,2015-6-29,74,0.03,KSEA
364,2015-6-30,73,0.04,KSEA
