,date,actual_mean_temp,average_precipitation,location
116,2014-10-25,70,0.2,KHOU
117,2014-10-26,71,0.2,KHOU
118,2014-10-27,72,0.18,KHOU
119,2014-10-28,73,0.18,KHOU
120,2014-10-29,73,0.18,KHOU
121,2014-10-30,67,0.17,KHOU
122,2014-10-31,67,0.16,KHOU
123,2014-11-1,55,0.15,KHOU
124,2014-11-2,57,0.14,KHOU
125,2014-11-3,67,0.15,KHOU
126,2014-11-4,72,0.16,KHOU
127,2014-11-5,69,0.16,KHOU
128,2014-11-6,62,0.15,KHOU
129,2014-11-7,57,0.15,KHOU
130,2014-11-8,63,0.15,KHOU
131,2014-11-9,60,0.15,KHOU
132,2014-11-10,63,0.15,KHOU
133,2014-11-11,60,0.16,KHOU
134,2014-11-12,51,0.15,KHOU
135,2014-11-13,41,0.14,KHOU
136,2014-11-14,41,0.15,KHOU
137,2014-11-15,48,0.14,KHOU
138,2014-11-16,50,0.14,KHOU
139,2014-11-17,44,0.14,KHOU
140,2014-11-18,44,0.14,KHOU
141,2014-11-19,50,0.14,KHOU
142,2014-11-20,61,0.13,KHOU
143,2014-11-21,64,0.14,KHOU
144,2014-11-22,63,0.13,KHOU
145,2014-11-23,71,0.14,KHOU
146,2014-11-24,56,0.13,KHOU
147,2014-11-25,54,0.14,KHOU
148,2014-11-26,58,0.14,KHOU
149,2014-11-27,55,0.14,KHOU
150,2014-11-28,55,0.14,KHOU
151,2014-11-29,69,0.15,KHOU
152,2014-11-30,71,0.15,KHOU
153,2014-12-1,57,0.15,KHOU
154,2014-12-2,50,0.13,KHOU
155,2014-12-3,59,0.14,KHOU
156,2014-12-4,63,0.13,KHOU
157,2014-12-5,72,0.13,KHOU
158,2014-12-6,65,0.13,KHOU
159,2014-12-7,57,0.13,KHOU
160,2014-12-8,57,0.13,KHOU
161,2014-12-9,57,0.13,KHOU
162,2014-12-10,56,0.12,KHOU
163,2014-12-11,64,0.12,KHOU
164,2014-12-12,66,0.13,KHOU
165,2014-12-13,64,0.12,KHOU
166,2014-12-14,67,0.12,KHOU
167,2014-12-15,70,0.12,KHOU
168,2014-12-16,57,0.12,KHOU
169,2014-12-17,54,0.12,KHOU
170,2014-12-18,64,0.11,KHOU
171,2014-12-19,56,0.12,KHOU
172,2014-12-20,52,0.12,KHOU
173,2014-12-21,55,0.12,KHOU
174,2014-12-22,64,0.11,KHOU
175,2014-12-23,54,0.13,KHOU
176,2014-12-24,46,0.11,KHOU
177,2014-12-25,50,0.12,KHOU
178,2014-12-26,61,0.11,KHOU
179,2014-12-27,60,0.11,KHOU
180,2014-12-28,44,0.11,KHOU
181,2014-12-29,44,0.1,KHOU
182,2014-12-30,46,0.1,KHOU
183,2014-12-31,42,0.1,KHOU
184,2015-1-1,44,0.1,KHOU
185,2015-1-2,51,0.1,KHOU
186,2015-1-3,47,0.1,KHOU
187,2015-1-4,46,0.11,KHOU
188,2015-1-5,43,0.11,KHOU
189,2015-1-6,50,0.11,KHOU
190,2015-1-7,51,0.1,KHOU
191,2015-1-8,35,0.11,KHOU
192,2015-1-9,39,0.1,KHOU
193,2015-1-10,39,0.11,KHOU
194,2015-1-11,44,0.1,KHOU
195,2015-1-12,46,0.11,KHOU
196,2015-1-13,45,0.1,KHOU
197,2015-1-14,42,0.11,KHOU
198,2015-1-15,47,0.11,KHOU
199,2015-1-16,47,0.11,KHOU
200,2015-1-17,53,0.11,KHOU
201,2015-1-18,57,0.12,KHOU
202,2015-1-19,53,0.11,KHOU
203,2015-1-20,61,0.11,KHOU
204,2015-1-21,62,0.11,KHOU
205,2015-1-22,52,0.12,KHOU
206,2015-1-23,42,0.11,KHOU
207,2015-1-24,49,0.11,KHOU
208,2015-1-25,55,0.11,KHOU
209,2015-1-26,56,0.11,KHOU
210,2015-1-27,64,0.11,KHOU
211,2015-1-28,61,0.12,KHOU
212,2015-1-29,62,0.11,KHOU
213,2015-1-30,55,0.12,KHOU
214,2015-1-31,53,0.11,KHOU
215,2015-2-1,63,0.12,KHOU
216,2015-2-2,43,0.11,KHOU
217,2015-2-3,44,0.1,KHOU
218,2015-2-4,52,0.1,KHOU
219,2015-2-5,48,0.1,KHOU
220,2015-2-6,49,0.11,KHOU
221,2015-2-7,53,0.11,KHOU
222,2015-2-8,66,0.11,KHOU
223,2015-2-9,69,0.11,KHOU
224,2015-2-10,59,0.12,KHOU
225,2015-2-11,60,0.11,KHOU
226,2015-2-12,56,0.12,KHOU
227,2015-2-13,53,0.11,KHOU
228,2015-2-14,61,0.11,KHOU
229,2015-2-15,61,0.13,KHOU
230,2015-2-16,53,0.12,KHOU
231,2015-2-17,44,0.12,KHOU
232,2015-2-18,49,0.13,KHOU
233,2015-2-19,51,0.12,KHOU
234,2015-2-20,61,0.12,KHOU
235,2015-2-21,70,0.12,KHOU
236,2015-2-22,63,0.12,KHOU
237,2015-2-23,40,0.11,KHOU
238,2015-2-24,38,0.12,KHOU
239,2015-2-25,42,0.1,KHOU
240,2015-2-26,43,0.12,KHOU
241,2015-2-27,42,0.11,KHOU
242,2015-2-28,47,0.12,KHOU
243,2015-3-1,54,0.11,KHOU
244,2015-3-2,54,0.12,KHOU
245,2015-3-3,68,0.11,KHOU
246,2015-3-4,63,0.12,KHOU
247,2015-3-5,44,0.12,KHOU
248,2015-3-6,44,0.12,KHOU
249,2015-3-7,48,0.12,KHOU
250,2015-3-8,49,0.11,KHOU
251,2015-3-9,58,0.11,KHOU
252,2015-3-10,57,0.11,KHOU
253,2015-3-11,58,0.11,KHOU
254,2015-3-12,59,0.11,KHOU
255,2015-3-13,61,0.1,KHOU
256,2015-3-14,64,0.11,KHOU
257,2015-3-15,64,0.11,KHOU
258,2015-3-16,67,0.11,KHOU
259,2015-3-17,70,0.1,KHOU
260,2015-3-18,74,0.1,KHOU
261,2015-3-19,73,0.09,KHOU
262,2015-3-20,74,0.11,KHOU
263,2015-3-21,65,0.1,KHOU
264,2015-3-22,68,0.12,KHOU
265,2015-3-23,68,0.11,KHOU
266,2015-3-24,67,0.11,KHOU
267,2015-3-25,68,0.12,KHOU
268,2015-3-26,62,0.12,KHOU
269,2015-3-27,62,0.11,KHOU
270,2015-3-28,65,0.11,KHOU
271,2015-3-29,70,0.1,KHOU
272,2015-3-30,72,0.11,KHOU
273,2015-3-31,74,0.1,KHOU
274,2015-4-1,74,0.1,KHOU
275,2015-4-2,77,0.1,KHOU
276,2015-4-3,77,0.1,KHOU
277,2015-4-4,67,0.1,KHOU
278,2015-4-5,62,0.1,KHOU
279,2015-4-6,75,0.1,KHOU
280,2015-4-7,79,0.1,KHOU
281,2015-4-8,78,0.1,KHOU
282,2015-4-9,78,0.1,KHOU
283,2015-4-10,68,0.11,KHOU
284,2015-4-11,70,0.1,KHOU
285,2015-4-12,74,0.1,KHOU
286,2015-4-13,79,0.1,KHOU
287,2015-4-14,70,0.11,KHOU
288,2015-4-15,71,0.1,KHOU
289,2015-4-16,74,0.11,KHOU
290,2015-4-17,74,0.11,KHOU
291,2015-4-18,72,0.11,KHOU
292,2015-4-19,72,0.11,KHOU
293,2015-4-20,67,0.11,KHOU
294,2015-4-21,68,0.12,KHOU
295,2015-4-22,76,0.12,KHOU
296,2015-4-23,79,0.11,KHOU
297,2015-4-24,78,0.12,KHOU
298,2015-4-25,78,0.13,KHOU
299,2015-4-26,76,0.12,KHOU
300,2015-4-27,72,0.13,KHOU
301,2015-4-28,64,0.12,KHOU
302,2015-4-29,65,0.13,KHOU
303,2015-4-30,68,0.14,KHOU
304,2015-5-1,71,0.15,KHOU
305,2015-5-2,70,0.15,KHOU
306,2015-5-3,70,0.16,KHOU
307,2015-5-4,73,0.16,KHOU
308,2015-5-5,73,0.17,KHOU
309,2015-5-6,78,0.17,KHOU
310,2015-5-7,80,0.17,KHOU
311,2015-5-8,81,0.17,KHOU
312,2015-5-9,82,0.17,KHOU
313,2015-5-10,82,0.17,KHOU
314,2015-5-11,75,0.17,KHOU
315,2015-5-12,74,0.16,KHOU
316,2015-5-13,75,0.16,KHOU
317,2015-5-14,80,0.16,KHOU
318,2015-5-15,79,0.18,KHOU
319,2015-5-16,81,0.17,KHOU
320,2015-5-17,78,0.17,KHOU
321,2015-5-18,80,0.15,KHOU
322,2015-5-19,80,0.16,KHOU
323,2015-5-20,81,0.16,KHOU
324,2015-5-21,77,0.15,KHOU
325,2015-5-22,72,0.16,KHOU
326,2015-5-23,79,0.16,KHOU
327,2015-5-24,75,0.16,KHOU
328,2015-5-25,77,0.16,KHOU
329,2015-5-26,76,0.17,KHOU
330,2015-5-27,76,0.17,KHOU
331,2015-5-28,80,0.17,KHOU
332,2015-5-29,80,0.17,KHOU
333,2015-5-30,80,0.17,KHOU
334,2015-5-31,78,0.17,KHOU
335,2015-6-1,78,0.18,KHOU
336,2015-6-2,79,0.17,KHOU
337,2015-6-3,80,0.18,KHOU
338,2015-6-4,80,0.17,KHOU
339,2015-6-5,82,0.18,KHOU
340,2015-6-6,83,0.18,KHOU
341,2015-6-7,83,0.18,KHOU
342,2015-6-8,83,0.19,KHOU
343,2015-6-9,84,0.19,KHOU
344,2015-6-10,84,0.19,KHOU
345,2015-6-11,84,0.21,KHOU
346,2015-6-12,83,0.22,KHOU
347,2015-6-13,80,0.21,KHOU
348,2015-6-14,81,0.21,KHOU
349,2015-6-15,83,0.21,KHOU
350,2015-6-16,78,0.21,KHOU
351,2015-6-17,80,0.21,KHOU
352,2015-6-18,81,0.22,KHOU
353,2015-6-19,83,0.22,KHOU
354,2015-6-20,84,0.21,KHOU
355,2015-6-21,86,0.21,KHOU
356,2015-6-22,84,0.22,KHOU
357,2015-6-23,84,0.2,KHOU
358,2015-6-24,84,0.21,KHOU
359,2015-6-25,85,0.2,KHOU
360,2015-6-26,86,0.19,KHOU
361,2015-6-27,83,0.19,KHOU
362,2015-6-28,82,0.19,KHOU
363,2015-6-29,84,0.19,KHOU
364,2015-6-30,82,0.19,KHOU
